182changeratio,28changeratio,364changeratio,91changeratio,bonus,code,cps,debt2asset,eps,epsr,name,netprofit,netprofitdate,netprofitr,per,per_d,roe,symbol,vertical,vprofitdesc
-29.44%,-3.32%,-36.98%,-5.12%,10派0.199377,,--,,0.21,-12.17,,5121.33,04-22-2015,39.45,,,12.43,,,
,,,,10派0.199855,,--,,0.4,90.48,,10852.47,04-25-2016,111.91,,,15.24,,,
,,,,10派0.57转3,,--,,0.57,42.5,,29857.89,04-24-2017,175.13,,,8.86,,,
-11.44%,4.84%,-51.08%,-14.65%,--,300062,--,61.4118,0.05,66.67,中能电气,1481.97,08-30-2018,57.49,-23.565,-25.859,1.85,sz300062,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派1,,0.09,,0.2,-23.08,,3036.02,04-17-2014,-23.98,,,4.04,,,
21.10%,9.16%,-33.66%,5.43%,--,,--,,0.13,-35,,2035.62,03-31-2015,-32.95,,,2.66,,,
,,,,10派1转10,,--,,0.51,292.31,,7843.58,03-31-2016,285.32,,,9.77,,,
,,,,--,,--,,-0.23,-145.1,,-6997.93,04-26-2017,-189.22,,,-8.35,,,
-38.66%,3.05%,-55.05%,-11.98%,--,300063,--,43.2709,0.11,3.31,天龙集团,7711.39,08-31-2018,3.3,-8.029,-7.996,4,sz300063,未分组-化工行业,数字营销行业-油墨化工行业 林产化工行业
73.13%,96.04%,73.74%,80.96%,10派0.2,,-0.4,,0.01,-94.5,,155.26,04-25-2014,-89.22,,,0.24,,,
-16.12%,7.30%,-39.05%,8.73%,10派0.2,,--,,0.22,2700,,4655.67,04-26-2015,2898.58,,,5.16,,,
,,,,10派0.5转15,,--,,0.49,127.23,,14234.46,04-26-2016,205.74,,,6.7,,,
,,,,--,,--,,-0.42,-185.94,,-30582.49,04-26-2017,-314.85,,,-14.92,,,
-37.70%,3.31%,-62.74%,-25.52%,--,300064,--,25.1014,0.14,77.27,豫金刚石,16736.52,08-16-2018,77.38,27.714,21.063,2.41,sz300064,未分组,超硬材料制品 超硬材料 其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.12,,0.2,,0.1,-34.9,,6132.47,04-21-2014,-34.94,,,4.28,,,
-14.81%,7.57%,-49.47%,-8.00%,10派0.19,,--,,0.16,54.41,,10021.01,04-22-2015,63.41,,,5.88,,,
,,,,10派0.15,,--,,0.18,15.28,,13756.26,04-27-2016,37.27,,,4.96,,,
,,,,10派0.21,,--,,0.19,6.68,,23094.6,04-13-2017,67.88,,,3.43,,,
-21.62%,-8.56%,-37.56%,undefined,--,300065,--,24.4814,0.16,23.68,海兰信,5953.13,08-08-2018,23.5,44.586,40.84,4.76,sz300065,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.3,,-0.05,,0.09,-18.18,,1807.1,04-16-2014,52.02,,,3.01,,,
7.18%,-4.79%,-15.33%,NaN%,10派0.3,,--,,0.17,88.89,,3542.95,03-31-2015,96.06,,,5.77,,,
,,,,10派0.8转5,,--,,0.34,100,,8198.35,04-22-2016,131.4,,,6.72,,,
,,,,10派0.300658,,--,,0.29,-14.71,,10340.55,04-25-2017,26.13,,,8.33,,,
-24.80%,0.00%,-37.54%,-7.75%,--,300066,--,10.0301,0.04,-6.09,三川智慧,4169.23,08-17-2018,-6.22,45.395,47.003,2.71,sz300066,未分组,仪器仪表制造业
73.13%,96.04%,73.74%,80.96%,10派1.00002转6.00011,,0.43,,0.5,-23.08,,12542.63,03-27-2014,24.31,,,11.78,,,
2.83%,4.12%,-15.30%,13.95%,10派0.8送7转8,,--,,0.34,-32,,13920.77,03-25-2015,10.99,,,11.76,,,
,,,,10派0.2,,--,,0.13,-62.24,,13357.63,03-16-2016,-4.05,,,9.47,,,
,,,,10派0.2,,--,,0.08,-40.81,,7909.36,04-03-2017,-40.79,,,5.32,,,
-10.42%,-4.33%,-29.47%,-9.40%,--,300067,--,13.7528,0.14,53.56,安诺其,10031.38,08-22-2018,62.92,40.182,30.707,6.37,sz300067,未分组,其他（补充） 染料行业 电商
73.13%,96.04%,73.74%,80.96%,10派0.5转6,,0,,0.31,2.8,,10087.14,03-16-2014,111.35,,,12.13,,,
22.50%,-0.38%,-4.36%,11.91%,--,,--,,0.12,-61.09,,6195.67,03-25-2015,-38.58,,,6.86,,,
,,,,10派0.2转2,,--,,0.15,25,,8185.8,03-22-2016,32.12,,,8.27,,,
,,,,10派0.5,,--,,0.13,-12.07,,8491.91,04-20-2017,3.74,,,7.69,,,
-24.46%,-0.57%,-36.36%,undefined,--,300068,--,51.1491,0.34,70,南都电源,30113.05,08-21-2018,93.11,25.809,20.143,4.86,sz300068,未分组-电信行业-其他能源行业-电池行业-其他,资源再生行业-通信行业-动力行业-储能行业-其他
73.13%,96.04%,73.74%,80.96%,--,,0.07,,0.18,-18.18,,10560.18,03-24-2014,-18.85,,,3.69,,,
3.30%,3.53%,-13.70%,NaN%,--,,--,,0.34,88.89,,20330.29,03-15-2015,92.52,,,6.93,,,
,,,,10派1.99969,,--,,0.48,41.18,,32934.34,03-11-2016,62,,,7.43,,,
,,,,10派2,,--,,0.47,-2.08,,38088.66,03-27-2017,15.65,,,6.38,,,
-61.79%,7.48%,-71.08%,-17.88%,--,300069,--,32.7811,-0.07,-177.78,金利华电,-812.42,08-30-2018,-175.44,73.8,-1333.735,-1.56,sz300069,传媒行业-未分组-玻璃行业,戏剧影视-陶瓷绝缘子-玻璃绝缘子
73.13%,96.04%,73.74%,80.96%,10派0.5,,-0.3,,0.13,-35,,1569.82,04-21-2014,-33.41,,,3.25,,,
-47.75%,11.91%,-60.78%,1.44%,10派0.5,,--,,0.09,-30.77,,1054.74,04-05-2015,-32.81,,,2.17,,,
,,,,--,,--,,0.2,122.22,,2388.59,03-14-2016,126.46,,,4.8,,,
,,,,--,,--,,0.15,-25,,1792.44,04-24-2017,-24.96,,,3.47,,,
-40.72%,-11.92%,-45.92%,-32.80%,--,300070,--,57.6571,0.12,-32.11,碧水源,36509.75,08-08-2018,-31.61,12.475,13.389,2,sz300070,环保行业-市政机关行业,环保行业（水处理、固废及水生态）-市政行业（非水市政基础设施、城市光环境）
73.13%,96.04%,73.74%,80.96%,10派1.33419,,0.73,,0.88,-7.37,,94081.22,04-25-2014,12.01,,,17.26,,,
-18.94%,-8.29%,-26.66%,-16.99%,10派0.97615转14.6423,,--,,1.21,37.5,,136169.8,04-15-2015,44.74,,,16.35,,,
,,,,10派0.56,,--,,0.6,-50.41,,184576,04-12-2016,35.55,,,12.8,,,
,,,,10派0.896794,,--,,0.8,33.33,,250938.39,04-21-2017,35.95,,,14.99,,,
-54.49%,9.23%,-58.09%,-6.82%,--,300071,--,70.8509,0.06,20,华谊嘉信,3891.65,08-28-2018,5.96,-8.659,-8.761,4.3,sz300071,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.4转8,,0.3,,0.2,-50,,7050.39,03-27-2014,11.06,,,11.53,,,
-37.77%,13.73%,-43.17%,15.10%,10派0.4,,--,,0.19,-5,,12766.25,03-30-2015,81.07,,,11.28,,,
,,,,10派0.386842,,--,,0.19,0,,13123.64,04-15-2016,2.8,,,11.55,,,
,,,,--,,--,,-0.41,-315.79,,-27711.75,04-27-2017,-311.16,,,-26.82,,,
-47.21%,-9.81%,-44.26%,-31.04%,--,300072,--,55.6964,0.68,0,三聚环保,121416.5,08-28-2018,0.1,9.517,9.687,12.91,sz300072,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派1转3,,0.63,,0.79,97.5,,40197.9,03-14-2014,96.48,,,23.88,,,
-27.81%,-6.09%,-24.41%,-14.82%,10派1.95363转4.88408,,--,,1.19,50.63,,82056.48,03-16-2015,104.13,,,29.28,,,
,,,,10派2转5,,--,,1.38,15.97,,161705.3,03-16-2016,97.07,,,29.73,,,
,,,,10派1转3,,--,,1.43,3.62,,253915.23,04-20-2017,57.02,,,33.7,,,
-16.18%,1.50%,-27.80%,-23.55%,--,300073,--,34.1382,0.28,-29.02,当升科技,11280.81,08-28-2018,-22.16,34.636,43.368,4.75,sz300073,undefined,undefined
73.13%,96.04%,73.74%,80.96%,--,,-0,,-0.16,-364.03,,-2559.27,03-24-2014,-363.75,,,-3.08,,,
14.62%,5.69%,-2.09%,-5.57%,--,,--,,0.08,-148.94,,1328.16,03-15-2015,-151.9,,,1.33,,,
,,,,10派1.1转10,,--,,0.54,592.85,,9928.78,03-14-2016,647.56,,,7.69,,,
,,,,10派1.08968,,--,,0.68,25.97,,25017.43,04-03-2017,151.97,,,17.22,,,
-56.78%,2.74%,-56.83%,-52.26%,--,300074,--,21.2648,-0.04,-389.23,华平股份,-2008.09,08-29-2018,-391.12,52.978,250.37,-1.69,sz300074,电信行业,多媒体通信行业
73.13%,96.04%,73.74%,80.96%,10转6,,0.06,,0.09,-79.78,,3100.88,03-18-2014,-69.72,,,3.09,,,
-40.90%,6.98%,-41.46%,-41.03%,--,,--,,0.06,-32.45,,3350.5,04-01-2015,8.05,,,3.25,,,
,,,,10派0.197342,,--,,0.13,110.55,,7072.15,04-26-2016,111.08,,,6.48,,,
,,,,--,,--,,0.06,-52.28,,3432.03,04-04-2017,-51.47,,,2.95,,,
-25.35%,2.11%,-43.98%,-14.77%,--,300075,--,30.3202,0.19,18.75,数字政通,8062.98,08-29-2018,28.33,28.857,27.458,3.87,sz300075,未分组,国土资源管理与城市规划领域 智慧城市管理领域
73.13%,96.04%,73.74%,80.96%,10派1转10,,-0.31,,0.63,-16,,11905.78,04-22-2014,26.61,,,10.96,,,
2.08%,6.32%,-24.03%,5.28%,10派0.390806,,--,,0.32,-49.21,,12133.37,04-20-2015,1.91,,,10.14,,,
,,,,10派0.300106,,--,,0.34,6.25,,13136.49,04-25-2016,8.27,,,9.52,,,
,,,,10派0.300202,,--,,0.42,23.53,,16959.49,04-24-2017,29.1,,,10.27,,,
-6.96%,-18.06%,-43.54%,-6.42%,--,300076,--,8.8872,0.08,-300,GQY视讯,3598.11,08-28-2018,-292.59,-19.24,-40.832,3.57,sz300076,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.8,,0.16,,0.09,28.57,,1956.46,04-24-2014,162.73,,,1.82,,,
27.23%,-14.68%,-23.44%,15.59%,10转10,,--,,0.02,-77.78,,489.96,04-02-2015,-74.96,,,0.46,,,
,,,,--,,--,,-0.05,-350,,-2169.51,04-26-2016,-542.8,,,-2.06,,,
,,,,--,,--,,-0.25,400,,-10461.79,04-27-2017,382.22,,,-10.2,,,
-9.94%,-8.44%,-46.15%,-21.67%,--,300077,--,40.1202,0.02,-75,国民技术,1239.85,08-30-2018,-71.97,-8.75,-8.332,0.48,sz300077,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.15,,-0.12,,0.04,100,,1014.96,04-09-2014,116.64,,,0.37,,,
23.15%,-4.66%,-26.98%,-3.24%,10派1转10,,--,,0.32,700,,8600.63,03-02-2015,747.39,,,3.12,,,
,,,,10派0.2,,--,,0.18,-43.75,,10120.73,03-30-2016,17.67,,,3.52,,,
,,,,--,,--,,-0.88,-588.89,,-48803.59,04-21-2017,-582.21,,,-17.78,,,
-1.29%,14.00%,-36.89%,9.19%,--,300078,--,26.7547,0.09,0,思创医惠,7295.47,08-30-2018,0.49,61.563,60.915,3.48,sz300078,商贸业-医疗行业,商业智能-智慧医疗
73.13%,96.04%,73.74%,80.96%,10派0.5,,0.29,,0.47,-7.84,,7796.81,03-19-2014,-9.12,,,6.77,,,
34.98%,18.70%,-14.42%,34.88%,10派0.5,,--,,0.34,-27.66,,14096.82,03-31-2015,80.8,,,11.58,,,
,,,,10派2.5转8,,--,,0.45,32.35,,18797.89,03-30-2016,33.35,,,13.74,,,
,,,,10派0.18,,--,,0.16,-64.44,,13026.23,04-14-2017,-30.7,,,6.38,,,
-2.88%,7.56%,-34.34%,-7.02%,--,300079,--,18.8229,0.04,4.43,数码科技,6232.43,08-28-2018,5.5,139.623,129.371,1.72,sz300079,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.199981,,0.37,,0.27,-32.5,,18144.03,04-22-2014,32.66,,,6.53,,,
32.81%,12.00%,-10.96%,14.85%,10派0.1,,--,,0.16,-40.74,,21886.63,04-20-2015,20.63,,,7.3,,,
,,,,10派0.3,,--,,0.17,4.13,,22949.55,04-21-2016,4.86,,,6.96,,,
,,,,10派0.096108,,--,,0.03,-84.09,,3649.58,04-24-2017,-84.1,,,1.04,,,
-19.30%,-5.13%,-44.13%,-17.50%,--,300080,--,61.405,0.16,-135.65,易成新能,7832.21,08-27-2018,-135.65,-2.362,-3.327,4.2,sz300080,未细分工业,工业
73.13%,96.04%,73.74%,80.96%,10派0.1,,0.41,,0.09,-54.03,,4585.42,03-31-2014,-39.42,,,1.43,,,
10.35%,-1.22%,-24.24%,1.91%,--,,--,,0.01,-86.07,,640.12,03-16-2015,-86.04,,,0.2,,,
,,,,--,,--,,0.04,222.05,,2055.72,03-17-2016,221.15,,,0.64,,,
,,,,--,,--,,-2.04,-5079.95,,-102412.59,04-17-2017,-5081.83,,,-33.8,,,
-26.96%,-10.43%,-28.68%,-26.82%,--,300081,--,6.8891,0.35,169.23,恒信东方,18774.48,08-10-2018,206.19,46.374,21.027,7.98,sz300081,未分组-商贸业-IT业,面向文化和娱乐领域的专业技术服务-移动信息产品销售与服务-互联网视频应用产品及服务
73.13%,96.04%,73.74%,80.96%,--,,0.35,,0.08,-119.51,,1053.95,03-27-2014,-119.36,,,1.36,,,
-0.12%,-6.74%,-3.29%,-9.61%,10派1转15,,--,,0.08,0,,1058.85,03-24-2015,0.46,,,1.34,,,
,,,,10派0.1,,--,,0.04,-55.5,,1582.32,04-13-2016,49.44,,,0.66,,,
,,,,10派0.5,,--,,0.19,430.62,,9414.44,04-25-2017,494.98,,,4.95,,,
-14.04%,8.32%,-30.15%,8.32%,--,300082,--,48.5287,0.18,50.75,奥克股份,12531.91,08-29-2018,55.77,18.065,14.997,4.36,sz300082,化工行业-商贸业-未分组,聚醚单体-贸易商品-自产EO
73.13%,96.04%,73.74%,80.96%,10派1.5转10,,-1.41,,0.27,12.5,,9186.62,03-31-2014,13.32,,,3.23,,,
17.55%,12.79%,-5.28%,33.80%,10派0.5,,--,,-0.31,-214.81,,-21016.95,04-27-2015,-328.78,,,-7.66,,,
,,,,10派0.65,,--,,0.11,-135.48,,7633.58,04-22-2016,-136.32,,,2.89,,,
,,,,10派1.38,,--,,0.31,181.82,,20945.42,04-24-2017,174.39,,,7.59,,,
-52.45%,1.57%,-57.36%,-22.71%,--,300083,--,50.9657,0.02,-90.48,劲胜智能,2603.68,08-30-2018,-91.4,12.125,30.171,0.47,sz300083,未分组,数控机床等高端装备分部 智能制造服务分部 消费电子精密结构件分部
73.13%,96.04%,73.74%,80.96%,10派0.5,,-0.6,,0.37,-42.19,,7434.68,04-21-2014,-41.69,,,5.13,,,
-34.98%,5.76%,-42.18%,-4.53%,10转30,,--,,-2.12,-672.97,,-47050.2,04-25-2015,-732.85,,,-27.52,,,
,,,,10派0.2,,--,,0.09,-104.25,,13144.14,04-18-2016,-127.94,,,2.6,,,
,,,,--,,--,,0.32,255.56,,46079.89,04-27-2017,250.57,,,8.62,,,
-16.17%,10.31%,-40.58%,-3.15%,--,300084,--,40.5815,-0.07,-1448.08,海默科技,-2696.78,08-29-2018,-1450.92,159.701,-127.99,-1.52,sz300084,未分组-商贸业-石油行业,其他（补充） 压裂设备及服务 井下仪器工具及服务-油气销售-油田环保设备及服务
73.13%,96.04%,73.74%,80.96%,10派0.3转12,,0.37,,0.31,75.94,,4010.09,04-18-2014,78.2,,,5.91,,,
14.63%,14.86%,-19.42%,19.63%,--,,--,,0.03,-89.62,,1040.79,04-13-2015,-74.05,,,0.98,,,
,,,,10派0.1,,--,,0.02,-36.14,,707.58,04-26-2016,-32.02,,,0.53,,,
,,,,10派0.15,,--,,0.03,63.41,,1288.37,04-25-2017,82.08,,,0.7,,,
-39.22%,-0.39%,-39.15%,-32.94%,--,300085,--,41.5834,0,-87.84,银之杰,128.16,08-21-2018,-87.31,317.134,535.789,0.1,sz300085,未分组,移动信息服务 电子商务 金融信息
73.13%,96.04%,73.74%,80.96%,10派0.3转10,,0.12,,0.11,-5.75,,2768.67,04-10-2014,91.65,,,4.78,,,
-16.89%,3.72%,-17.48%,-17.16%,10派0.3转3,,--,,0.14,23.27,,7296.07,04-12-2015,163.52,,,8.44,,,
,,,,10派0.15,,--,,0.12,-15.15,,8079.68,04-11-2016,10.74,,,8.66,,,
,,,,--,,--,,0.03,-72.84,,2223.85,04-24-2017,-72.48,,,1.99,,,
-33.89%,2.73%,-44.13%,-31.67%,--,300086,--,16.0751,0.08,13.7,康芝药业,3623.15,08-21-2018,13.79,64.036,58.862,1.94,sz300086,未分组-医药业,其中:代理产品 其中:自产产品 其中:其他收入-医药行业
73.13%,96.04%,73.74%,80.96%,--,,0.25,,0.2,165.01,,5908.17,04-21-2014,297.78,,,3.41,,,
-9.60%,6.97%,-24.24%,-15.60%,--,,--,,0.15,-22.91,,6831.11,04-19-2015,15.62,,,3.9,,,
,,,,--,,--,,0.1,-32.41,,4615.66,03-28-2016,-32.43,,,2.57,,,
,,,,--,,--,,0.11,8.67,,5019.69,04-24-2017,8.75,,,2.75,,,
-3.93%,1.62%,-12.18%,-8.45%,--,300087,--,32.3514,-0.04,22,荃银高科,-1545.43,08-29-2018,80.58,66.8,75.623,-2.1,sz300087,未分组,种业分部 农批市场分部
73.13%,96.04%,73.74%,80.96%,10转10,,0.61,,0.03,-52.86,,522.97,04-10-2014,-32.41,,,0.91,,,
31.37%,5.81%,19.09%,13.09%,--,,--,,0.07,111.82,,2213.64,03-15-2015,323.29,,,3.78,,,
,,,,10派0.981759转2.94528,,--,,0.1,43.06,,3067.72,04-08-2016,38.58,,,4.83,,,
,,,,10派0.981528,,--,,0.15,50,,6246.19,04-04-2017,103.61,,,8.5,,,
-34.23%,-9.07%,-44.67%,-19.19%,--,300088,--,50.0035,0.16,-39.08,长信科技,36415.23,08-03-2018,21.55,20.875,18.913,8.26,sz300088,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派1,,0.07,,0.32,-40.74,,16569.23,04-18-2014,-37.13,,,7.88,,,
-10.06%,-5.32%,-24.97%,-0.18%,10派1.00398,,--,,0.21,-34.38,,23771.45,04-15-2015,43.47,,,7.59,,,
,,,,10派0.5,,--,,0.3,42.86,,34709.78,04-07-2016,46.01,,,9.52,,,
,,,,10派1,,--,,0.24,-20,,54440.19,04-20-2017,56.84,,,13.29,,,
-32.97%,1.46%,-62.83%,-35.31%,--,300089,--,45.0028,0.11,164.41,文化长城,4949.48,08-28-2018,175.69,32.647,24.057,2.48,sz300089,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.2,,0.29,,0.06,200,,840.26,04-14-2014,133.43,,,1.07,,,
-8.34%,5.64%,-49.60%,-20.09%,10派0.2转15,,--,,0.08,33.33,,1239.01,03-29-2015,47.46,,,1.56,,,
,,,,10派0.25,,--,,0.35,337.5,,13679.72,04-11-2016,1004.09,,,12.4,,,
,,,,--,,--,,0.17,-51.43,,7346.18,04-23-2017,-46.3,,,4.1,,,
-69.16%,-4.68%,-73.54%,-65.75%,--,300090,--,72.3037,-0.07,-267.3,盛运环保,-9252.96,08-30-2018,-267.38,-2.853,-2.566,-2.45,sz300090,环保行业-未分组,环保设备-工程收入 焚烧炉及其他设备
73.13%,96.04%,73.74%,80.96%,10派0.5,,0.36,,0.54,-16.62,,23385.92,03-27-2014,33.84,,,11.97,,,
-57.83%,-0.75%,-64.12%,-57.69%,10派0.5,,--,,0.7,28.87,,73965.77,03-31-2015,216.28,,,28.93,,,
,,,,--,,--,,0.09,-87.09,,11908.15,04-27-2016,-83.9,,,2.28,,,
,,,,--,,--,,-1,-1207.32,,-131840.11,04-28-2017,-1207.14,,,-29.45,,,
-39.40%,-13.92%,-47.32%,-45.57%,10转9,300091,--,57.9587,0.2,46.1,金通灵,10936.39,08-30-2018,55.36,38.83,32.063,7.37,sz300091,冶金业-电力行业-环保行业-化工行业-商贸业-建材行业-未分组,冶金(含气体)-电力-环保-石化-商贸-建材-军工 其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.1,,-0.04,,0.07,449.18,,1397.41,03-31-2014,448.86,,,1.74,,,
-17.13%,-10.37%,-28.56%,-32.77%,10派0.17转15,,--,,0.16,138.81,,3327.4,04-26-2015,138.11,,,4.03,,,
,,,,10派0.09,,--,,0.09,-44.5,,4640.54,04-21-2016,39.46,,,5.37,,,
,,,,10派0.23,,--,,0.23,163.63,,12489.87,04-26-2017,169.15,,,11.48,,,
-15.39%,3.02%,-51.50%,-8.75%,--,300092,--,24.8881,0.03,50,科新机电,642.94,08-24-2018,29.73,234.733,194.62,1.17,sz300092,未细分制造业,制造业
73.13%,96.04%,73.74%,80.96%,10转15,,0.1,,0.12,-137.5,,1079.02,03-30-2014,-137.12,,,2.13,,,
15.70%,7.27%,-34.23%,12.72%,--,,--,,-0.18,-250.17,,-4098.86,03-25-2015,-479.87,,,-8.35,,,
,,,,--,,--,,0.14,-177.8,,3188.97,03-29-2016,-177.8,,,6.46,,,
,,,,10派0.12,,--,,0.03,-81.31,,598.51,03-28-2017,-81.23,,,1.12,,,
-27.19%,1.97%,-58.08%,-9.28%,--,300093,--,42.5579,0.06,27.55,金刚玻璃,1190.53,08-30-2018,27.72,84.25,71.022,1.32,sz300093,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.1,,0.6,,0.09,80,,1931.97,04-21-2014,65.43,,,2.23,,,
-0.43%,6.18%,-43.15%,12.06%,10派0.02,,--,,0.02,-77.78,,462.13,03-30-2015,-76.08,,,0.53,,,
,,,,10派0.02,,--,,0.02,0,,468.38,04-29-2016,1.35,,,0.53,,,
,,,,10派0.1,,--,,0.08,300,,1790.9,04-25-2017,282.36,,,2.03,,,
-21.43%,-7.24%,-18.01%,-26.82%,--,300094,--,49.8727,0.21,133.33,国联水产,16762.96,08-10-2018,136.58,31.333,18.359,8.26,sz300094,undefined,undefined
73.13%,96.04%,73.74%,80.96%,--,,0.03,,0.64,297.52,,22501.02,04-30-2014,298.34,,,13.59,,,
7.44%,-3.41%,11.18%,-9.61%,10派0.56转12,,--,,0.06,-89.94,,2276.57,04-26-2015,-89.88,,,1.32,,,
,,,,10派0.1,,--,,0.12,86.34,,9394.46,04-26-2016,312.66,,,5.28,,,
,,,,10派0.199872,,--,,0.18,50,,14413.26,04-27-2017,53.42,,,7.66,,,
-28.56%,-14.26%,-51.42%,-26.64%,--,300095,--,45.2644,0.06,2.86,华伍股份,2450.89,08-25-2018,3.05,36.038,35.57,1.89,sz300095,未分组,工业制动器 水暖管道零件 其他（补充）
73.13%,96.04%,73.74%,80.96%,10派0.5转5,,0.3,,0.2,-68.8,,4108.47,03-21-2014,-37.85,,,5.32,,,
-2.31%,-10.72%,-34.12%,-9.38%,10派0.5,,--,,0.17,-16.25,,5210.03,02-27-2015,26.81,,,6.48,,,
,,,,10派0.298927,,--,,0.13,-23.66,,4642.77,02-25-2016,-10.89,,,4.28,,,
,,,,10派0.3,,--,,0.14,4.43,,5176.97,04-20-2017,11.51,,,4.08,,,
-49.42%,-5.89%,-57.35%,-36.86%,--,300096,--,61.2005,-0.05,-49.84,易联众,-2057.79,08-23-2018,-49.88,152.143,71.158,-2.87,sz300096,未分组-保险行业,民生服务行业-保险经纪行业
73.13%,96.04%,73.74%,80.96%,10派0.05,,0.15,,0.11,-52.61,,4690.41,04-21-2014,16.08,,,7.04,,,
-30.83%,-2.01%,-42.16%,-22.01%,10派0.05,,--,,0.05,-54.13,,2342.8,04-15-2015,-50.05,,,3.37,,,
,,,,10派0.05,,--,,0.03,-50,,1059.82,04-17-2016,-54.76,,,1.49,,,
,,,,10派0.05,,--,,0.04,68,,1812.17,04-25-2017,70.99,,,2.52,,,
-51.03%,-2.76%,-60.02%,-32.37%,--,300097,--,23.4366,0.29,38.73,智云股份,8350.18,08-30-2018,48.87,19.855,17.966,4.12,sz300097,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.3,,-0.13,,0.19,-17.39,,2249.01,04-22-2014,-19.92,,,4.99,,,
-33.04%,1.25%,-45.78%,-16.46%,10派0.148415,,--,,0.43,126.32,,5369.02,04-09-2015,138.73,,,9.77,,,
,,,,10派0.5转8,,--,,0.63,46.51,,9302.29,04-15-2016,73.26,,,7.25,,,
,,,,10派0.6,,--,,0.62,-1.59,,17031.04,04-25-2017,83.08,,,10.75,,,
-20.01%,-5.09%,-28.40%,-14.27%,--,300098,--,28.3966,0.14,-18.94,高新兴,25056.8,08-30-2018,31.09,18.658,19.356,4.79,sz300098,未分组-电信行业-其他,公安行业 交通行业-通信行业-其他行业
73.13%,96.04%,73.74%,80.96%,10派0.53转6,,-0.77,,0.7,133.33,,12895.87,04-01-2014,139.96,,,13.68,,,
9.38%,-1.18%,-2.91%,5.90%,10派0.1,,--,,0.19,-72.94,,14013.84,04-16-2015,8.67,,,10.83,,,
,,,,10派0.291372,,--,,0.3,56.34,,31595.77,04-19-2016,125.46,,,8.8,,,
,,,,10派0.397908转4.97385,,--,,0.38,28.34,,40827.15,04-25-2017,29.22,,,10.31,,,
-30.58%,7.91%,-39.50%,-5.76%,--,300099,--,7.228,0.03,243.75,精准信息,2211.14,08-28-2018,248.7,31.904,27.929,1.27,sz300099,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派1,,-0.07,,0.02,-93.03,,495.22,04-24-2014,-92.68,,,0.58,,,
-5.07%,12.36%,-17.96%,16.41%,10派1转15,,--,,0.11,373.91,,2339.35,03-30-2015,372.39,,,2.79,,,
,,,,10派1,,--,,0.05,-50.46,,2991.19,04-22-2016,27.86,,,3.19,,,
,,,,10派1,,--,,0.15,185,,10164.41,04-24-2017,239.81,,,6.09,,,
-38.73%,-1.48%,-63.70%,-22.70%,--,300100,--,55.5931,0.22,-48.84,双林股份,9113.66,08-28-2018,-47.19,20.239,36.915,3.21,sz300100,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派1.3,,0.22,,0.47,27.03,,13295.73,04-21-2014,29.54,,,12.37,,,
-16.22%,2.58%,-50.78%,-4.52%,10派1,,--,,0.62,31.91,,24334.74,04-13-2015,83.03,,,12.17,,,
,,,,10派0.2,,--,,0.82,32.26,,32675.31,04-25-2016,34.27,,,14.35,,,
,,,,10派1.5,,--,,0.46,-43.9,,18216.87,04-24-2017,-44.25,,,6.96,,,
-1.59%,7.33%,-8.41%,-5.87%,--,300101,--,26.7288,0.05,7.01,振芯科技,2632.53,08-28-2018,7.19,248.087,234.423,3,sz300101,undefined,undefined
73.13%,96.04%,73.74%,80.96%,10派0.5,,0.68,,0.19,-416.67,,5151.93,03-24-2014,-436.04,,,7.03,,,
34.57%,11.76%,24.20%,16.27%,10派0.5,,--,,0.14,-26.32,,7827.18,03-22-2015,51.93,,,9.9,,,
,,,,--,,--,,0.07,-48.57,,4000.76,03-23-2016,-48.89,,,4.84,,,
,,,,--,,--,,0.05,-23.75,,3053.98,03-28-2017,-23.66,,,3.59,,,
-24.47%,-3.83%,-33.38%,-5.49%,--,300102,--,48.2511,0.17,20.48,乾照光电,12469.7,08-28-2018,22.5,20.067,18.399,4.51,sz300102,电子行业,LED产品分部
73.13%,96.04%,73.74%,80.96%,10派0.4转10,,0.39,,0.19,-47.22,,5590.15,04-28-2014,-47,,,3.13,,,
3.28%,0.14%,-9.66%,16.74%,--,,--,,-0.15,-178.95,,-9021.13,04-26-2015,-261.38,,,-4.85,,,
,,,,10派0.1,,--,,0.07,-146.67,,4838.24,02-28-2016,-153.63,,,1.95,,,
,,,,10派0.3,,--,,0.3,328.57,,21056.03,03-01-2017,335.2,,,8.1,,,
